reg_code	age	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
1	0	0.0121322023320296	0.0128296095744974	0.0109166438387727	0.0114727055855143	0.0111912215930236	0.0105173568821862	0.0102593124668057	0.0100387224677584	0.0101012596864853	0.0101012596864853	0.0102593124668057	0.00955216334629681	0.00920278360214746	0.008648650073523	0.00838422421128967	0.00759169205644855	0.00825505864081783	0.00807103582082731	0.00734953620045788	0.00742093988124352	0.00730403337615755	0.00955216334629681	0.00788219188120624
1	1	0.000984503260243088	0.00104911999848842	0.000873109474465275	0.000923866355446247	0.00089812942724299	0.00083688033499792	0.000813566650102278	0.000793700566735466	0.00079932656517619	0.00079932656517619	0.000813566650102278	0.000750094946763665	0.000718970219298415	0.000669939119829326	0.000646692101524325	0.000577608324261275	0.000635372868557267	0.000619245092558497	0.000556702578175024	0.000562821573027187	0.00055279424976838	0.000750094946763665	0.000602743947443823
1	2	0.00072618048746095	0.000772504191174733	0.000646124288322387	0.000682634614016928	0.000664128605140537	0.000620028835238607	0.000603220049260081	0.00058888658774295	0.000592946750023179	0.000592946750023179	0.000603220049260081	0.000557390322135902	0.00053487862699685	0.000499361372968875	0.000482497198284418	0.000432284719917237	0.00047427990161959	0.000462571301548491	0.000417056762254281	0.000421520789775504	0.000414206765875283	0.000557390322135902	0.000450583530073352
1	3	0.000542867958055084	0.000576521926703652	0.000484566481905417	0.00051117851070803	0.000497694657957508	0.000465520656295473	0.000453241165177742	0.000442762610520554	0.000445731515127598	0.000445731515127598	0.000453241165177742	0.000419712323591292	0.000403215582648684	0.000377149281516305	0.000364755016355925	0.000327782014529988	0.000358711473232932	0.000350100103748495	0.000316545392276597	0.000319844559927336	0.000314440078774408	0.000419712323591292	0.0003412776064838
1	4	0.000415037567441488	0.000440084392298773	0.000371550552556564	0.000391416249706041	0.000381354066266373	0.000357315788482491	0.000348130229599076	0.000340286778443224	0.00034250955598642	0.00034250955598642	0.000348130229599076	0.000323016074711324	0.000310640753011463	0.000291059819248276	0.000281737182933823	0.000253879163819894	0.000277188446239386	0.000270707134988349	0.000245396210180407	0.000247890621055887	0.000243805183159994	0.000323016074711324	0.000264062934120963
1	5	0.00032476693332226	0.000343805425186032	0.000291634536469441	0.000306782712699992	0.00029911274498941	0.000280766317651585	0.000273746793729738	0.000267748823919126	0.000269448991910857	0.000269448991910857	0.000273746793729738	0.000254528045164828	0.000245042657996282	0.00023001268219316	0.000222847017582266	0.000201395774313881	0.000219348338001592	0.000214363477200786	0.000194850305439281	0.000196778170858361	0.000193621292854616	0.000254528045164828	0.000209250128537435
1	6	0.000263842339563176	0.00027886325806751	0.00023764174970095	0.000249630520092819	0.000243562381277601	0.000229029558631723	0.000223462197901759	0.000218701886723684	0.0002200515323734	0.0002200515323734	0.000223462197901759	0.000208198496740665	0.000200653335856634	0.000188680799999446	0.000182965148009403	0.000165824403731304	0.000180172582067306	0.000176194130348752	0.000160583637801626	0.00016212983074648	0.000159598493761945	0.000208198496740665	0.000172110633974787
1	7	0.000226663846099961	0.000239202909549745	0.000204744427427498	0.000214782082816357	0.000209703205907588	0.000197525250330177	0.000192854439712988	0.000188858173009403	0.000189991437621878	0.000189991437621878	0.000192854439712988	0.000180032049185756	0.000173684217097746	0.000163597968434261	0.000158776667235362	0.000144293632381907	0.000156419563447703	0.000153061898589335	0.000139856891298172	0.000141168077597232	0.00013902196166691	0.000180032049185756	0.000149613579179498
1	8	0.000207676614378341	0.000218854489178021	0.000188096896256418	0.000197069643495261	0.000192531006042708	0.000181636470095196	0.000177453268302661	0.00017387207341869	0.000174887832702286	0.000174887832702286	0.000177453268302661	0.000165955531129329	0.000160255578199506	0.000151187375662318	0.000146847553355964	0.000133790474383413	0.000144724583490091	0.00014170087956226	0.000129783342018634	0.000130969505283456	0.000129028458918532	0.000165955531129329	0.000138593871733396
1	9	0.000201695391084255	0.00021225371566887	0.000183163724976549	0.000191662278591607	0.000187364822964002	0.0001770380356808	0.000173068485134249	0.000169668209249553	0.000170632841735499	0.000170632841735499	0.000173068485134249	0.000162144901149106	0.000156722160999787	0.000148084272661913	0.000143945535329692	0.000131474270795194	0.000141919747719468	0.000139034974249481	0.000127640079330142	0.000128776965304335	0.000126916997387764	0.000162144901149106	0.000136069164892767
1	10	0.000203586780249291	0.000213886192938478	0.000185466162225492	0.000193783322442861	0.000189579136818328	0.000179463404051262	0.000175569893227262	0.000172232426775697	0.000173179461521492	0.000173179461521492	0.000175569893227262	0.000164840228778151	0.000159505045158312	0.000150994032612841	0.000146910373825119	0.000134582519682519	0.000144910149247642	0.000142062527449061	0.000130784302447579	0.000131912903535686	0.000130067052573697	0.000164840228778151	0.000139133090284189
1	11	0.00021292383084594	0.000223308067957956	0.000194608488324269	0.00020302247991616	0.000198770968484656	0.000188527634014896	0.000184579660413649	0.000181193062259817	0.000182154270935815	0.000182154270935815	0.000184579660413649	0.000173683761304609	0.00016825673364774	0.000159585900011005	0.000155419514856076	0.000142818099695112	0.000153377291703551	0.000150470855015195	0.000138926936659715	0.000140085838730266	0.000138191081623927	0.000173683761304609	0.00014747900167194
1	12	0.000227732752871183	0.000238403554367849	0.000208862623183293	0.000217539570111718	0.00021315694982735	0.000202582802505552	0.000198501505943878	0.000194997877013256	0.000195992555383402	0.000195992555383402	0.000198501505943878	0.000187220045011792	0.000181590946362959	0.000172582704216963	0.000168247573161587	0.000155109737861895	0.000166121015778683	0.000163095861445024	0.000151043353784595	0.000152257589649714	0.000150273150200153	0.000187220045011792	0.00015997973005176
1	13	0.000246197434495375	0.000257257559495758	0.000226586897027652	0.000235612811032298	0.000231055784934658	0.00022004510428674	0.000215789175763587	0.00021213281672637	0.000213171122562668	0.000213171122562668	0.000215789175763587	0.000204006380167395	0.000198116509771597	0.000188675509968056	0.000184125086795191	0.000170307214268085	0.000181891196836866	0.000178715031192033	0.000166020059343789	0.000167303819147695	0.000165206679908877	0.000204006380167395	0.000175441174873153
1	14	0.000268154022654494	0.000279663647917198	0.00024769023164949	0.000257118078811147	0.000252360132552677	0.00024084690956455	0.000236390059787493	0.000232558022789151	0.000233646507295644	0.000233646507295644	0.000236390059787493	0.000224030728616719	0.000217841084307219	0.000207902696043451	0.000203104846553937	0.000188505572848726	0.000200747603578616	0.000197398255592672	0.000183964590173174	0.000185328623789489	0.000183101473836166	0.000224030728616719	0.000193943550798666
1	15	0.000293862753687885	0.000305886332465458	0.00027242599493332	0.000282311789837091	0.00027732484603399	0.000265239495598512	0.00026055412819081	0.000256522375468699	0.000257667896266589	0.000257667896266589	0.00026055412819081	0.000247539656066244	0.000241009649360774	0.000230506854127998	0.00022542835924312	0.000209943328823157	0.000222931225416878	0.000219385907208998	0.000205114579391475	0.000206569991840179	0.000204194975465867	0.000247539656066244	0.000215726628864075
1	16	0.000322649891973199	0.000335260689941704	0.000300109281189142	0.000310513447933363	0.000305267043191439	0.000292535574036942	0.000287592921687989	0.000283336654104202	0.000284546261769686	0.000284546261769686	0.000287592921687989	0.000273843082042606	0.00026693224176193	0.000255799564068316	0.000250408567130367	0.000233940009670255	0.000247755825400153	0.000243992784818715	0.000228792505718082	0.00023034921632593	0.000227810339401761	0.000273843082042606	0.000240106469960869
1	17	0.000352638711576636	0.000365850183633783	0.00032897145347405	0.000339904328234284	0.00033439321300133	0.0003210031933393	0.000315798535905754	0.000311313731246836	0.000312588565062024	0.000312588565062024	0.000315798535905754	0.000301300460593463	0.000294002439979895	0.000282229777440838	0.00027652142264699	0.000259054786165158	0.000273710688576239	0.000269727007871923	0.000253583845174631	0.000255243691365813	0.000252538106067814	0.000301300460593463	0.00026561070075415
