reg_code	age	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
1	0	0.0172090363500104	0.017114987767792	0.0155691011000453	0.0156169185002835	0.0152852557074457	0.014598076411178	0.0150989062376809	0.015029612398258	0.0150989062376809	0.014598076411178	0.0148919772965085	0.0132335959531714	0.0123702409611439	0.0116700808075366	0.0115987250397479	0.0112331283868161	0.0115278055710459	0.0107909963482462	0.0104550004462692	0.00955993043990717	0.0105182120957213	0.0133969239154845	0.0103666316197457
1	1	0.00104621264904529	0.00103971210452869	0.000933582752925632	0.000936844603952514	0.000914248762992356	0.000867647430700817	0.000901582394229903	0.000896877879481899	0.000901582394229903	0.000867647430700817	0.000887542367269366	0.000776017674695319	0.000718699492730327	0.000672616137854718	0.000667940540203105	0.000643872187785122	0.000663297444319097	0.000615182068933839	0.000593129946349624	0.000535720150170553	0.000597202374082418	0.000786919979461673	0.000587593513866127
1	2	0.000849860234430938	0.000844723055205428	0.000760724322642713	0.000763309727700722	0.000745394755113575	0.000708408736524654	0.00073534704716715	0.000731614173471448	0.00073534704716715	0.000708408736524654	0.000724205177926305	0.000635524167779291	0.000589814142790446	0.000552991910524277	0.000549252178801166	0.000530018495121961	0.000545537737851923	0.000507021528802551	0.000489383964560093	0.000443243531407462	0.000492653575563468	0.00064420790596161	0.000484913204686257
1	3	0.000696606977631503	0.00069251102011771	0.000625437523886464	0.000627504900008417	0.000613175518954224	0.000583561982879911	0.000605134698819834	0.000602146650341163	0.000605134698819834	0.000583561982879911	0.000596214743899011	0.000525079404242655	0.000488309140383024	0.000458631929639299	0.000455614892514877	0.000440112925958539	0.000452617702488797	0.000421520589906243	0.000407294393536969	0.000369894830370586	0.000409941966316457	0.000532056477370376	0.000403652699129938
1	4	0.000575165480749351	0.000571870472892974	0.00051783917213694	0.000519506707459572	0.00050794576388251	0.000484031304653226	0.000501455391224143	0.000499042939586709	0.000501455391224143	0.000484031304653226	0.000494252798665478	0.00043671001023658	0.000406888521312086	0.000382777593689739	0.000380324225002872	0.000367730546988488	0.000377886580898669	0.00035258200135465	0.000341017755121738	0.000310474043551975	0.000343178062363609	0.000442362378841403	0.000338029369070326
1	5	0.000479932876520387	0.00047725967626596	0.000433361681549647	0.000434718319373157	0.000425310301284276	0.000405830222978576	0.000420025990248318	0.000418061344444826	0.000420025990248318	0.000405830222978576	0.000414159578385155	0.000367203225927494	0.000342801672750967	0.000323036562386491	0.000321023489646064	0.000310701300868814	0.000319022961807144	0.00029824536450925	0.000288761782228435	0.000263585730608382	0.000290540814896081	0.000371822978286298	0.00028628538617886
1	6	0.000406961137912342	0.000404757808176195	0.000368524729148875	0.000369645979431197	0.000361868290525622	0.000345748465754985	0.000357497594762308	0.000355872228155842	0.000357497594762308	0.000345748465754985	0.0003526436305849	0.000313719146617666	0.000293437287720346	0.00027697950067348	0.000275301720617039	0.000266708894719434	0.000273634103572341	0.000256305999055735	0.000248407873890924	0.000227331567589804	0.000249895904981819	0.000317554615625237	0.000246323177562911
1	7	0.000355136714013031	0.000353266808141548	0.00032247533357507	0.0003234294017445	0.000316809736361057	0.000303077410954623	0.000313088079791176	0.000311703757699621	0.000313088079791176	0.000303077410954623	0.000308953448835483	0.000275738667263914	0.000258387644795643	0.000244283877463969	0.000242844801613627	0.000235483524713939	0.00024141420335634	0.000226542749639904	0.000219774514231868	0.000201619918663294	0.000221055232393214	0.000279016353924095	0.00021796865875617
1	8	0.000322532606987785	0.000320879017558298	0.000293615442948007	0.00029446119796393	0.00028859168229627	0.000276405130281625	0.000285290353475374	0.000284062114864691	0.000285290353475374	0.000276405130281625	0.000281621478401588	0.000252099693563057	0.00023664119118265	0.000224055655077472	0.000222770432720127	0.000216204266299792	0.000221492582622622	0.000208204237985482	0.000202165915448313	0.000185888117968773	0.000203313400838339	0.00025501694601818	0.000200537732375143
1	9	0.000306322772883729	0.000304794160292344	0.00027955992070686	0.000280343635735976	0.000274903425989589	0.000263598698380949	0.000271842265807556	0.000270703139338408	0.000271842265807556	0.000263598698380949	0.000268439186567276	0.000241011571373993	0.00022661593990585	0.000214877227923131	0.000213677506562876	0.000207556226032694	0.000212484483592005	0.000200074261051359	0.000194444583633453	0.000179190354200216	0.000195519169653481	0.000243725553408786	0.000192909914582169
